destination,duration,total_budget,travelers,region,season,purpose,accommodation_type,accommodation,transportation,food,activities,miscellaneous
BKK,8,4732,5,Europe,shoulder,family,apartment,1945.96,820.91,1155.4,608.05,201.68
LAX,1,4806,5,Oceania,shoulder,romantic,resort,1846.3,928.57,1094.02,747.9,189.21
DXB,7,3299,2,Europe,off_peak,business,apartment,1298.74,854.74,614.39,412.7,118.43
TYO,2,7078,2,Middle East,off_peak,adventure,apartment,2565.29,2049.14,1065.3,979.3,418.96
MIA,10,5375,4,Asia,shoulder,family,hotel,1832.77,1763.39,916.17,690.2,172.47
PAR,12,5826,2,Oceania,off_peak,family,resort,1929.64,1237.91,1407.12,1037.84,213.49
DXB,6,7082,3,North America,peak,leisure,apartment,2817.03,2016.82,1260.49,718.39,269.27
NYC,12,2302,1,Middle East,off_peak,leisure,resort,635.35,663.59,416.23,406.3,180.53
PAR,2,3157,2,Oceania,peak,business,airbnb,1006.38,1044.52,529.25,339.19,237.66
LAS,2,3846,5,North America,peak,leisure,apartment,1236.09,838.24,849.25,718.36,204.05
LAS,10,3449,3,Oceania,off_peak,adventure,apartment,1085.07,884.48,741.69,414.36,323.41
LON,13,1441,5,Middle East,off_peak,adventure,resort,487.2,351.8,307.53,243.96,50.51
SYD,8,2407,3,Oceania,shoulder,adventure,airbnb,638.07,691.52,561.85,381.11,134.45
LON,12,5337,2,Europe,off_peak,romantic,apartment,1927.73,975.9,1245.27,713.42,474.68
TYO,2,8605,1,Middle East,off_peak,adventure,hotel,2564.45,2560.4,1400.39,1343.06,736.7
PAR,7,1743,5,Oceania,off_peak,leisure,resort,620.9,467.5,262.46,241.39,150.76
SYD,3,6196,3,Asia,peak,leisure,resort,1855.85,1914.92,1354.14,761.17,309.92
MIA,8,1966,4,Oceania,peak,adventure,apartment,672.15,350.64,483.48,348.45,111.28
NYC,7,4457,2,Europe,peak,family,airbnb,1419.24,1318.42,881.14,562.94,275.26
PAR,14,2466,1,North America,shoulder,family,apartment,1044.04,402.9,459.78,482.9,76.38
LON,8,875,2,North America,shoulder,family,hostel,390.84,205.37,154.24,92.66,31.89
BKK,14,762,4,North America,shoulder,business,apartment,268.85,146.62,173.57,98.79,74.17
SYD,7,4862,1,Asia,peak,romantic,hostel,1717.68,1359.48,850.63,808.03,126.18
SYD,11,7002,4,Europe,off_peak,adventure,hotel,1985.54,1496.55,1641.94,1352.41,525.57
NYC,6,8333,2,Middle East,shoulder,business,resort,2751.61,2385.36,1415.95,1228.08,552.0
LAX,13,2393,3,North America,shoulder,family,resort,754.45,436.49,626.48,427.3,148.28
LAS,7,8606,2,Europe,peak,adventure,airbnb,2791.62,2825.49,1559.35,912.89,516.65
LAS,5,2152,2,Oceania,shoulder,business,apartment,890.79,357.67,429.97,327.0,146.57
BKK,7,6040,2,Asia,off_peak,leisure,hotel,1694.63,1547.46,1334.97,1045.16,417.78
TYO,1,4392,5,Europe,peak,family,hostel,1372.82,1231.34,912.65,714.81,160.38
TYO,1,1099,4,Europe,peak,business,airbnb,254.01,345.18,244.93,155.78,99.1
MIA,9,5315,4,Middle East,off_peak,leisure,hotel,2003.75,1256.84,936.81,789.81,327.78
PAR,14,2412,4,Europe,off_peak,family,hotel,943.85,521.8,491.3,381.45,73.61
DXB,5,9984,5,Middle East,off_peak,romantic,hostel,2867.14,3023.26,1886.15,1777.24,430.22
LAX,13,9292,3,Asia,shoulder,family,hostel,3459.1,1790.32,1871.34,1142.8,1028.45
LON,5,9072,2,Asia,off_peak,romantic,resort,2574.94,2584.54,1934.01,1494.48,484.03
DXB,3,4713,3,Oceania,peak,romantic,apartment,1980.01,881.93,778.2,915.84,157.02
DXB,5,4137,5,Middle East,off_peak,romantic,airbnb,1648.19,1054.73,711.84,423.25,298.98
SYD,3,9790,4,Middle East,peak,adventure,apartment,3531.31,2845.76,1867.72,1038.35,506.86
BKK,9,6099,2,North America,peak,adventure,airbnb,2300.83,1115.38,1109.66,978.21,594.93
LAS,9,6948,1,North America,shoulder,romantic,hotel,2567.69,1355.09,1440.53,1128.57,456.12
MIA,6,9057,1,Oceania,off_peak,leisure,hostel,3438.01,2173.31,1575.42,1344.54,525.72
TYO,1,7882,3,Asia,shoulder,romantic,hostel,2558.35,2230.96,1302.37,1187.34,602.98
BKK,7,9482,4,North America,off_peak,business,hotel,2740.95,3097.03,1472.38,1782.97,388.66
SYD,7,4069,1,Europe,off_peak,romantic,hotel,1244.27,1062.44,942.97,492.21,327.11
LON,14,8207,3,Asia,off_peak,adventure,airbnb,3312.43,1537.08,1672.29,1251.61,433.59
MIA,10,1246,5,Europe,off_peak,adventure,hotel,423.79,349.89,231.38,205.95,35.0
SYD,10,9004,3,Middle East,off_peak,business,airbnb,2337.36,2984.95,2176.98,1005.16,499.54
LAS,4,5133,3,Asia,peak,business,apartment,2065.75,870.26,875.39,832.58,489.01
LAS,8,1420,3,Oceania,peak,family,hostel,527.0,393.18,237.18,213.84,48.8
LAS,6,9769,2,Middle East,off_peak,leisure,hostel,3890.24,2135.01,1855.37,1627.54,260.83
BKK,4,7508,3,Middle East,peak,leisure,hostel,3166.58,1577.84,1308.46,814.46,640.67
BKK,4,2881,3,Europe,shoulder,leisure,apartment,1267.44,460.15,464.86,573.21,115.34
TYO,2,4118,2,Middle East,shoulder,adventure,apartment,1397.34,1022.95,884.94,587.28,225.48
TYO,14,9489,2,North America,shoulder,leisure,resort,4123.86,1814.66,1633.98,1005.55,910.95
LON,2,4943,5,Asia,off_peak,family,airbnb,1929.69,751.71,1087.13,692.5,481.98
MIA,12,772,4,North America,off_peak,family,airbnb,235.02,224.69,163.67,77.86,70.75
NYC,14,2273,1,Europe,peak,leisure,resort,639.34,650.37,523.47,375.18,84.65
NYC,4,3047,1,Europe,peak,business,hostel,1199.33,531.88,573.44,484.32,258.03
SYD,5,3664,3,Asia,peak,family,airbnb,1423.89,774.96,897.28,446.68,121.19
LAS,8,5280,5,Middle East,shoulder,business,airbnb,2166.78,1330.69,787.96,793.02,201.56
MIA,6,1446,3,Oceania,shoulder,adventure,hostel,409.49,276.92,363.53,280.53,115.53
DXB,14,1006,1,Europe,shoulder,family,hotel,286.63,292.45,187.38,148.37,91.17
BKK,4,7219,2,Asia,shoulder,business,hotel,2288.64,1844.42,1649.45,972.48,464.0
PAR,13,8935,4,Oceania,peak,leisure,resort,3257.48,1759.27,1986.12,1533.05,399.09
LAX,11,9197,5,Middle East,off_peak,adventure,apartment,2374.68,3287.46,1956.37,1109.98,468.51
LON,7,6860,2,Europe,off_peak,romantic,airbnb,2656.2,1262.28,1093.09,1278.81,569.62
LAS,8,8157,4,Asia,shoulder,romantic,airbnb,2966.43,1537.79,1888.99,1213.68,550.11
LAS,2,4090,5,Asia,off_peak,leisure,resort,1349.62,819.41,835.56,870.05,215.36
LAS,12,1692,5,Asia,off_peak,adventure,resort,551.26,375.13,344.16,320.39,101.06
BKK,7,1964,1,Europe,off_peak,adventure,airbnb,828.37,348.49,482.42,238.76,65.96
BKK,14,890,2,Oceania,shoulder,adventure,hostel,279.85,186.94,199.56,144.06,79.59
LAX,2,6115,5,Asia,peak,adventure,hostel,1789.5,1716.26,1260.31,1121.55,227.37
DXB,2,6606,5,Middle East,peak,romantic,apartment,1841.57,1687.24,1656.31,1197.51,223.36
MIA,8,9364,4,Asia,off_peak,business,airbnb,3049.86,2085.37,2052.91,1693.86,482.01
LAS,2,3060,1,Oceania,peak,adventure,airbnb,1040.33,850.06,600.11,364.25,205.25
NYC,11,6367,3,Europe,peak,business,airbnb,1955.61,2005.55,1413.67,739.43,252.74
TYO,9,1711,1,Asia,shoulder,adventure,airbnb,538.08,391.41,409.54,219.19,152.79
NYC,12,9621,3,Asia,shoulder,family,resort,2974.42,2771.61,1865.64,1447.46,561.87
SYD,1,2039,2,Middle East,off_peak,family,hotel,786.32,377.84,452.79,307.86,114.19
NYC,9,9604,2,Middle East,off_peak,family,airbnb,3509.83,2534.68,1786.23,1001.52,771.73
SYD,1,1143,5,Asia,off_peak,adventure,hotel,426.68,290.14,259.24,124.41,42.53
PAR,10,9193,2,Asia,shoulder,business,hostel,3693.35,1642.75,2203.32,1263.29,390.29
TYO,13,9421,5,Middle East,peak,romantic,apartment,3454.0,2530.82,1738.44,1083.9,613.83
NYC,10,1783,1,Oceania,shoulder,leisure,hostel,659.0,532.63,261.95,250.0,79.42
PAR,2,8180,2,North America,shoulder,romantic,airbnb,2585.47,2679.06,1473.71,1086.42,355.35
LON,6,7845,1,North America,peak,adventure,hostel,3200.7,1747.32,1499.24,1052.29,345.44
MIA,6,4886,1,Asia,peak,family,resort,2041.34,771.27,1084.99,789.76,198.64
PAR,1,1419,2,Middle East,off_peak,family,hotel,443.06,440.97,283.52,198.03,53.42
MIA,7,2839,1,Europe,peak,business,airbnb,973.77,788.43,560.13,353.98,162.68
NYC,8,9447,2,Europe,peak,adventure,resort,2878.29,1780.0,2240.3,1734.32,814.1
DXB,2,6430,2,North America,peak,romantic,hotel,2027.48,1910.5,1435.52,785.94,270.56
PAR,8,5902,2,Oceania,peak,adventure,resort,2083.42,1129.45,1448.69,813.06,427.39
TYO,9,6163,3,North America,off_peak,adventure,hostel,2210.2,1515.61,992.36,1192.73,252.1
NYC,6,5775,1,Asia,off_peak,family,airbnb,2044.79,1574.7,840.37,987.49,327.65
LAS,5,1007,4,Oceania,peak,romantic,hostel,359.86,266.64,192.0,109.37,79.12
BKK,12,1936,2,Europe,peak,leisure,apartment,710.12,336.76,426.5,330.05,132.57
PAR,9,9250,1,Middle East,off_peak,family,airbnb,2802.46,2305.11,1621.13,1544.48,976.82
TYO,13,7854,5,Middle East,off_peak,romantic,hostel,2412.18,1958.32,2215.07,972.63,295.8
LON,12,5016,2,Asia,peak,business,airbnb,1636.25,1353.45,1000.89,782.41,243.0
LAS,11,4122,2,North America,shoulder,family,hotel,1879.16,672.14,798.37,589.1,183.23
LON,9,4899,4,Asia,off_peak,business,airbnb,1552.87,1307.79,988.9,645.84,403.6
NYC,1,5537,3,Middle East,off_peak,family,airbnb,2292.28,1202.49,1063.56,751.06,227.62
BKK,11,8611,3,Europe,off_peak,adventure,hotel,3736.23,1485.47,1539.6,1030.98,818.72
PAR,3,4215,2,Middle East,peak,romantic,hostel,1126.09,1231.05,672.02,777.31,408.53
PAR,9,8337,1,Oceania,peak,business,airbnb,2535.57,2269.43,1610.54,1310.7,610.77
DXB,11,1801,5,Middle East,off_peak,family,resort,514.29,441.56,434.72,237.39,173.04
DXB,2,7870,5,Middle East,peak,business,airbnb,2712.07,1792.52,1596.15,1343.22,426.04
NYC,12,5685,1,Oceania,peak,family,hostel,1459.22,1659.23,1396.81,924.12,245.61
NYC,4,2655,2,North America,off_peak,family,hotel,812.68,900.29,410.5,420.04,111.49
BKK,4,6911,5,Middle East,peak,leisure,hostel,2296.9,1583.92,1288.2,1342.95,399.02
DXB,2,6865,3,Asia,shoulder,leisure,apartment,2183.9,1646.68,1644.13,1155.39,234.9
TYO,3,1192,1,Middle East,peak,leisure,airbnb,327.15,334.03,302.86,167.89,60.07
TYO,13,1978,4,Asia,peak,business,airbnb,764.63,517.4,395.11,219.9,80.97
BKK,3,6896,2,Oceania,off_peak,adventure,hotel,2294.97,1433.56,1851.39,763.06,553.03
TYO,1,8948,1,Middle East,off_peak,family,airbnb,2945.81,1788.64,1989.53,1391.71,832.32
SYD,6,941,5,Oceania,shoulder,romantic,resort,333.18,196.78,192.51,149.05,69.49
MIA,8,3146,2,Oceania,peak,leisure,resort,1216.87,595.36,695.6,421.32,216.85
BKK,12,5709,3,North America,shoulder,business,hostel,1887.39,1129.15,1476.51,691.38,524.57
BKK,3,7033,2,Middle East,shoulder,business,hotel,2323.2,2044.26,1407.01,813.11,445.42
LAX,5,5177,2,Asia,off_peak,business,apartment,1562.79,1515.95,981.18,884.01,233.06
LAS,1,7711,3,Asia,peak,romantic,hostel,3053.49,1762.56,1670.55,707.73,516.67
LAS,10,3145,3,Middle East,off_peak,romantic,hotel,950.5,721.49,724.37,604.39,144.24
SYD,7,8710,2,North America,shoulder,leisure,hotel,3123.39,2044.21,1741.55,1109.94,690.91
DXB,10,9816,3,North America,shoulder,romantic,hostel,4293.48,1760.7,1814.41,1245.55,701.87
NYC,13,8433,1,North America,off_peak,leisure,hostel,3112.37,2288.5,1688.05,1042.56,301.52
NYC,1,5976,3,Asia,off_peak,romantic,airbnb,1862.63,1902.28,1050.52,779.79,380.78
LON,12,8428,3,Oceania,off_peak,romantic,apartment,2589.9,1885.83,1615.88,1911.24,425.15
SYD,11,2580,2,North America,off_peak,romantic,resort,1007.37,412.53,565.2,381.49,213.42
BKK,9,6589,1,Asia,off_peak,leisure,airbnb,2378.85,1512.66,1358.14,890.63,448.72
SYD,8,7896,4,Asia,shoulder,family,hotel,2423.92,2420.99,1690.67,848.7,511.73
SYD,7,8297,4,Oceania,off_peak,leisure,apartment,3062.93,2201.52,1756.69,878.36,397.5
SYD,10,1361,5,Middle East,peak,family,apartment,511.82,286.22,275.84,223.92,63.2
LAS,7,8846,3,Middle East,shoulder,business,hostel,3031.82,1760.4,2226.93,1369.89,456.97
SYD,5,3994,3,North America,shoulder,business,apartment,1433.93,667.67,988.72,528.12,375.56
MIA,5,1404,1,North America,peak,leisure,apartment,466.81,427.42,233.33,156.96,119.48
NYC,11,1769,4,Oceania,peak,family,hotel,495.47,506.73,312.36,296.04,158.39
LON,13,904,5,North America,shoulder,family,airbnb,352.85,175.48,147.64,156.64,71.39
MIA,5,9535,1,Oceania,off_peak,family,apartment,2652.9,2710.99,1721.95,2042.29,406.86
LON,1,1684,3,Asia,shoulder,business,hostel,543.83,425.36,366.25,277.61,70.94
LAX,8,9438,4,North America,shoulder,leisure,airbnb,2914.38,2724.01,1787.46,1349.82,662.33
LON,12,2225,5,Asia,peak,adventure,hostel,686.89,646.16,378.47,311.91,201.58
NYC,11,8962,2,Europe,shoulder,family,apartment,2608.68,2393.54,1816.06,1232.0,911.72
NYC,1,6311,4,Oceania,off_peak,family,airbnb,2591.8,1148.61,1327.83,976.61,266.15
SYD,4,6106,5,Europe,peak,adventure,apartment,2428.51,1323.01,1339.95,706.16,308.37
PAR,9,4456,1,North America,shoulder,leisure,hotel,1438.01,955.15,1273.84,592.83,196.17
LAX,14,671,2,Asia,shoulder,family,airbnb,263.67,168.04,96.36,118.68,24.25
BKK,9,8965,5,North America,off_peak,leisure,hostel,3719.74,1447.89,1959.67,1426.67,411.02
TYO,5,2806,5,Europe,shoulder,family,hotel,935.92,675.84,568.12,463.69,162.42
LON,4,9850,3,North America,shoulder,romantic,resort,3276.86,2582.62,2098.72,1276.79,615.01
PAR,3,921,4,Middle East,shoulder,family,hostel,302.61,286.66,172.13,100.93,58.67
SYD,3,6040,3,Europe,shoulder,romantic,apartment,2070.08,1607.86,1150.45,944.37,267.24
LAS,12,9901,2,North America,off_peak,leisure,hostel,3285.77,2859.56,1649.32,1282.08,824.27
BKK,5,5175,5,Asia,shoulder,family,resort,1720.87,1466.25,1063.13,528.48,396.26
DXB,10,9582,3,North America,shoulder,business,hostel,2686.38,2916.72,1718.4,1299.03,961.47
PAR,1,7248,4,Asia,shoulder,business,hotel,2388.95,2246.9,1324.71,863.12,424.32
LAS,5,6603,2,Middle East,peak,adventure,hostel,2571.46,1369.21,1234.94,1172.22,255.17
LAX,6,1973,1,North America,off_peak,business,airbnb,612.89,611.03,342.58,259.0,147.5
SYD,7,3743,3,Middle East,peak,romantic,resort,1303.33,976.12,802.25,344.12,317.18
BKK,12,2681,2,Europe,peak,business,hostel,992.69,722.86,440.84,422.06,102.55
BKK,9,3596,1,Asia,off_peak,business,resort,1432.22,656.07,812.11,566.3,129.29
BKK,3,7146,3,Europe,peak,business,hotel,2714.21,1680.1,1364.02,811.93,575.75
LAX,2,6382,2,Asia,peak,family,airbnb,2191.3,1429.52,1241.57,1039.57,480.04
LON,14,6482,2,Middle East,peak,adventure,apartment,2024.52,1429.7,1298.55,1211.76,517.47
DXB,3,6298,3,Oceania,off_peak,leisure,hostel,2140.19,1418.21,1320.08,1219.85,199.66
LAX,12,8915,2,North America,shoulder,adventure,hotel,3619.27,1928.28,1576.94,934.26,856.24
TYO,9,8911,5,Middle East,off_peak,romantic,resort,3871.83,1452.97,1810.18,1031.93,744.09
DXB,12,8956,3,Asia,off_peak,family,resort,3381.75,1848.78,1427.42,1616.57,681.49
NYC,7,9645,2,Asia,off_peak,family,hotel,2482.05,2721.11,2281.26,1570.78,589.79
SYD,9,5024,1,Asia,peak,business,hostel,1684.48,1258.1,982.83,903.38,195.21
LAX,13,7059,1,Asia,shoulder,business,apartment,2659.71,1331.91,1214.03,1185.14,668.21
LAS,2,8120,5,North America,off_peak,romantic,hostel,2320.48,2820.16,1498.11,1145.64,335.61
DXB,5,3274,3,Europe,off_peak,family,airbnb,1154.89,833.39,601.1,456.82,227.8
TYO,13,6173,2,Oceania,shoulder,leisure,hostel,2174.26,1333.21,1413.6,988.8,263.13
NYC,4,3624,2,North America,shoulder,adventure,airbnb,1124.21,1101.27,574.5,626.67,197.35
LON,2,9171,1,Asia,shoulder,family,resort,3002.41,1717.36,2071.76,1587.98,791.49
LAS,9,1853,5,North America,peak,leisure,airbnb,518.84,575.58,368.02,308.79,81.77
DXB,9,9581,1,Middle East,shoulder,leisure,apartment,3537.93,3001.07,1593.6,1112.02,336.39
SYD,6,4354,1,Asia,peak,adventure,hotel,1327.27,1125.12,1020.61,559.5,321.49
LAS,11,8634,5,Oceania,off_peak,leisure,airbnb,3156.35,1895.32,1834.37,1065.72,682.25
NYC,6,1424,3,Asia,peak,romantic,hostel,379.61,411.67,233.18,277.71,121.83
LAS,8,2670,2,Oceania,shoulder,leisure,airbnb,883.55,652.03,487.6,489.8,157.02
MIA,6,6006,3,Oceania,peak,romantic,resort,2699.04,1034.29,1100.8,918.65,253.21
PAR,1,2895,4,Europe,shoulder,leisure,airbnb,1085.22,469.49,691.7,516.28,132.31
LON,4,8720,4,Europe,peak,business,apartment,3078.96,2134.24,1975.52,1244.44,286.85
NYC,13,8726,4,North America,off_peak,leisure,airbnb,2591.21,2068.21,2104.01,1599.51,363.06
LAS,7,6015,5,North America,peak,romantic,apartment,2124.92,1816.46,812.37,926.6,334.65
PAR,13,3170,1,Oceania,off_peak,leisure,hostel,1093.1,767.67,703.54,364.93,240.76
PAR,13,3865,3,Asia,shoulder,leisure,resort,1135.92,907.12,946.97,675.65,199.34
LAS,2,1088,2,Middle East,off_peak,leisure,hotel,427.2,182.75,201.83,196.35,79.88
SYD,9,3638,4,Middle East,shoulder,romantic,hostel,1269.72,1063.87,700.86,378.83,224.72
MIA,8,9595,3,Asia,shoulder,leisure,hostel,3689.38,2754.21,1636.29,876.19,638.93
LAX,8,7163,4,Asia,off_peak,adventure,hotel,2655.34,1392.54,1317.98,1328.11,469.03
MIA,7,4586,4,Europe,off_peak,adventure,airbnb,1500.95,1291.35,787.48,562.13,444.1
LAS,4,9031,2,Middle East,peak,romantic,airbnb,2719.58,1937.22,1866.18,1734.61,773.41
LON,2,4770,5,Oceania,peak,business,airbnb,1267.56,1413.79,981.72,722.82,384.1
LAX,3,6519,1,North America,off_peak,adventure,resort,1781.13,2132.44,1321.04,840.95,443.45
NYC,12,1056,5,Europe,off_peak,family,hostel,329.72,311.14,171.8,150.78,92.55
MIA,6,8522,3,Middle East,off_peak,adventure,apartment,3410.51,1662.05,1689.87,1266.52,493.04
LAS,12,5952,5,Asia,off_peak,family,hotel,1725.98,1696.56,1022.89,1115.5,391.06
MIA,12,4067,3,Middle East,shoulder,romantic,hostel,1630.25,800.14,886.85,428.1,321.66
LAX,5,4399,3,Oceania,off_peak,business,airbnb,1571.29,1171.05,799.97,488.88,367.8
TYO,12,6977,1,Europe,off_peak,family,hotel,2490.68,1860.07,1189.29,839.8,597.16
DXB,8,8000,2,Asia,off_peak,family,apartment,2903.23,1568.77,1542.95,1319.46,665.58
MIA,6,1516,1,Oceania,off_peak,adventure,hostel,389.83,485.34,287.2,266.71,86.92
NYC,6,6970,5,North America,shoulder,family,hostel,2411.06,1814.26,1237.19,982.47,525.02
NYC,1,2562,3,Europe,peak,romantic,resort,977.65,432.66,428.4,470.42,252.88
BKK,4,9530,4,Oceania,peak,romantic,hostel,3733.96,1945.44,1808.14,1132.11,910.35
MIA,5,4821,4,Oceania,peak,romantic,hostel,1494.28,1153.73,1078.85,927.93,166.21
DXB,12,3996,3,Asia,peak,adventure,apartment,1278.81,1087.5,873.27,441.12,315.31
SYD,11,2313,1,North America,peak,business,apartment,784.56,696.12,379.95,263.65,188.71
PAR,3,6756,2,Oceania,shoulder,adventure,hotel,2428.31,1916.03,1418.02,686.04,307.6
DXB,13,2813,1,Europe,peak,romantic,airbnb,850.38,948.64,559.6,312.84,141.54
PAR,9,1731,3,Oceania,shoulder,adventure,apartment,613.41,461.69,346.95,200.7,108.25
PAR,1,6331,3,Middle East,shoulder,romantic,hotel,2307.28,1405.38,1148.9,923.59,545.85
TYO,6,3499,2,Europe,peak,leisure,hostel,1444.34,592.31,810.6,451.02,200.73
BKK,6,3940,5,Europe,peak,leisure,hotel,1293.86,928.23,704.7,680.43,332.77
DXB,10,4556,5,Oceania,peak,family,hotel,1686.38,887.71,921.08,666.08,394.74
DXB,5,805,2,Asia,off_peak,business,hotel,241.42,251.16,161.48,128.03,22.92
TYO,12,2189,5,Europe,shoulder,leisure,hotel,774.84,566.85,341.57,290.92,214.83
MIA,5,4417,4,Middle East,peak,romantic,apartment,1657.36,926.23,995.41,511.1,326.9
MIA,10,7580,5,Asia,off_peak,adventure,airbnb,2736.54,1643.61,1678.62,842.59,678.64
MIA,14,9111,5,Asia,shoulder,adventure,hotel,3869.71,1318.13,2055.29,1321.32,546.55
LON,13,3436,5,Asia,off_peak,family,resort,1081.58,869.9,890.16,439.84,154.51
PAR,5,4362,4,Europe,off_peak,adventure,hostel,1293.5,1128.71,1053.56,682.29,203.94
LON,6,6149,5,Asia,peak,leisure,hostel,2282.74,1539.96,1044.22,1019.96,262.11
BKK,8,3761,4,Oceania,shoulder,adventure,hostel,1306.77,811.31,732.2,610.85,299.87
TYO,2,9856,2,Asia,off_peak,leisure,hostel,2528.71,3173.58,2149.42,1664.35,339.95
DXB,6,2319,1,Middle East,shoulder,leisure,hostel,680.33,821.03,407.71,278.19,131.74
PAR,1,1842,2,North America,peak,business,hotel,725.02,410.94,405.61,223.59,76.84
LON,4,6060,1,Middle East,shoulder,family,airbnb,2134.07,1669.73,1156.48,822.98,276.75
LON,14,2726,2,Europe,off_peak,romantic,resort,899.57,839.47,551.5,318.46,117.0
LAS,10,1579,1,Asia,off_peak,leisure,apartment,505.97,522.23,293.01,165.39,92.41
LON,3,4706,1,Asia,shoulder,family,resort,1682.63,1178.21,779.92,740.15,325.09
SYD,9,6780,3,Oceania,off_peak,romantic,apartment,2062.84,1323.05,1484.7,1203.5,705.91
DXB,3,7735,1,Asia,off_peak,adventure,apartment,2434.78,2206.16,1177.04,1375.89,541.13
SYD,6,1313,1,Middle East,off_peak,family,resort,538.33,255.68,220.54,243.73,54.71
DXB,1,5589,3,Europe,peak,family,hotel,1822.05,1240.53,1057.1,1075.39,393.93
TYO,12,2531,5,North America,peak,family,hostel,743.21,583.72,574.56,472.34,157.17
DXB,6,9014,5,Asia,off_peak,adventure,hotel,3257.61,1806.01,1805.29,1567.27,577.82
SYD,4,9595,3,North America,shoulder,adventure,hostel,2722.18,2336.26,2145.6,1655.67,735.3
DXB,8,6411,4,Asia,peak,family,airbnb,2108.89,1370.12,1615.67,816.16,500.16
TYO,13,3153,1,Europe,shoulder,business,apartment,1061.93,765.82,614.47,597.3,113.48
TYO,11,3840,1,Middle East,off_peak,leisure,resort,1325.2,1033.23,796.23,473.46,211.88
BKK,9,8376,3,Europe,off_peak,adventure,airbnb,3528.83,1928.47,1598.65,1063.02,257.04
DXB,4,1641,3,North America,shoulder,business,hostel,539.78,450.63,351.17,161.4,138.02
LAS,10,9541,4,Asia,peak,adventure,hotel,3135.0,2286.36,2214.61,1155.52,749.52
MIA,12,9058,5,North America,shoulder,family,resort,3169.34,2519.8,1665.47,1110.89,592.51
NYC,10,3397,2,Middle East,shoulder,business,apartment,1114.7,667.41,802.35,506.2,306.34
TYO,6,9781,5,Europe,off_peak,romantic,airbnb,3066.34,2324.25,2219.04,1735.46,435.92
LAX,1,4541,1,North America,peak,leisure,apartment,1806.88,972.59,670.01,671.95,419.57
MIA,4,2538,3,North America,shoulder,leisure,hostel,1042.17,410.66,532.08,422.35,130.75
PAR,7,4770,4,Middle East,peak,adventure,apartment,1773.52,1150.53,802.8,818.31,224.84
DXB,12,5183,5,Asia,off_peak,leisure,hotel,1763.4,1042.24,1230.31,808.68,338.37
SYD,1,994,4,North America,peak,romantic,airbnb,370.78,181.39,239.73,146.46,55.64
NYC,8,7616,5,Middle East,off_peak,business,airbnb,2261.67,1508.04,1988.12,1196.49,661.67
LAX,12,2284,1,Asia,peak,business,hotel,615.48,644.6,560.08,300.67,163.15
MIA,10,4010,2,Asia,shoulder,family,apartment,1653.98,1109.58,589.91,520.59,135.95
DXB,12,4286,4,Europe,off_peak,business,hotel,1639.59,1065.19,953.78,395.96,231.48
BKK,11,5766,4,Middle East,shoulder,adventure,resort,1780.12,1446.43,1092.16,873.26,574.03
PAR,6,9690,2,Asia,off_peak,romantic,hotel,2689.68,2333.07,2308.53,1905.46,453.25
NYC,5,5928,4,Europe,peak,family,apartment,2348.03,1086.57,1027.88,1008.76,456.76
LAS,10,7181,4,Oceania,peak,adventure,hotel,2707.55,1991.66,1114.54,1001.31,365.94
BKK,11,7393,5,Middle East,off_peak,adventure,hostel,2571.95,1359.84,1365.75,1397.25,698.22
LAX,14,5158,5,Oceania,off_peak,adventure,hotel,1740.2,1167.77,1035.07,752.55,462.41
NYC,9,7582,2,Asia,off_peak,leisure,hotel,2128.83,1772.5,1787.4,1415.24,478.03
BKK,2,7369,1,Middle East,peak,adventure,apartment,1965.91,2221.65,1480.07,1258.61,442.76
PAR,5,8107,4,Europe,off_peak,leisure,resort,2907.79,1547.99,2059.16,1161.06,431.0
LAS,6,8169,1,Asia,off_peak,business,resort,2862.56,2023.59,1506.04,960.74,816.06
BKK,7,6719,2,Middle East,shoulder,leisure,apartment,2013.05,1603.82,1314.84,1359.62,427.66
LON,5,5034,2,Middle East,off_peak,adventure,apartment,1572.48,870.05,1271.42,981.05,339.0
LAS,9,6479,5,Oceania,shoulder,romantic,apartment,1950.27,1589.39,1480.71,1207.27,251.36
LAX,1,9390,4,Asia,shoulder,romantic,hostel,3271.94,1858.72,1917.6,1492.72,849.02
PAR,7,1812,3,Europe,shoulder,business,airbnb,648.2,502.67,345.15,251.13,64.85
DXB,10,3462,2,Europe,peak,adventure,hotel,1154.91,611.88,926.26,610.61,158.34
SYD,7,3438,4,Asia,shoulder,leisure,apartment,1081.66,886.46,715.28,506.2,248.4
SYD,4,3697,1,Asia,off_peak,romantic,apartment,1441.73,878.59,673.66,602.1,100.93
SYD,9,5796,5,North America,peak,family,apartment,1767.59,1521.88,1346.59,906.78,253.16
NYC,14,7704,1,Oceania,peak,adventure,resort,2988.51,1478.73,1568.44,1296.46,371.86
LAX,12,6230,2,Asia,peak,adventure,apartment,2227.67,1553.05,1278.08,665.18,506.01
PAR,11,626,2,Asia,peak,family,hotel,179.25,210.37,131.89,80.26,24.23
LAS,5,6102,1,North America,peak,romantic,apartment,2202.94,1530.83,1162.21,816.6,389.42
NYC,4,1691,2,North America,peak,family,hotel,561.49,403.29,400.59,272.48,53.15
LAX,13,3139,4,Middle East,peak,business,hostel,1093.37,934.75,480.96,439.61,190.31
